,BEI_companyName,BEI_Cohort,BEI_Address,BEI_City,BEI_State,BEI_Zip,BEI_yearEstablished,BEI_NAICSCode,BEI_Sector,BEI_numberOfEmployees,BEI_execName,BEI_execTitle,BEI_execEth,BEI_revenue,BEI_Sustained Revenues >$800K,BEI_Website,BEI_phone,BEI_Strong Leadership and Willing to ready to grow,BEI_Demonstrated Proven Business Model,"BEI_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MBE_Cohort,MBE_Address,MBE_City,MBE_State,MBE_Zip,MBE_yearEstablished,MBE_NAICSCode,MBE_Sector,MBE_numberOfEmployees,MBE_execName,MBE_execTitle,MBE_execEth,MBE_revenue,MBE_Sustained Revenues >$800K,MBE_Website,MBE_phone,MBE_Strong Leadership and Willing to ready to grow,MBE_Demonstrated Proven Business Model,MBE_referenceUSA_indicator,referenceUSA_companyName,"MBE_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MVCF_Address,MVCF_City,MVCF_State,MVCF_Zip,MVCF_yearEstablished,MVCF_NAICSCode,MVCF_Sector,MVCF_numberOfEmployees,MVCF_execName,MVCF_execTitle,MVCF_execEth,MVCF_revenue,MVCF_Sustained Revenues >$800K,MVCF_Website,MVCF_phone,MVCF_Strong Leadership and Willing to ready to grow,MVCF_Demonstrated Proven Business Model,"MVCF_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",NAIC_Address,NAIC_City,NAIC_State,NAIC_Zip,NAIC_yearEstablished,NAIC_NAICSCode,NAIC_sector,NAIC_numberOfEmployees,NAIC_execName,NAIC_execTitle,NAIC_execEth,NAIC_revenue,NAIC_Sustained Revenues >$800K,NAIC_Website,NAIC_phone,NAIC_Strong Leadership and Willing to ready to grow,NAIC_Demonstrated Proven Business Model,"NAIC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",USBC_companyAddress,USBC_City,USBC_State,USBC_Zip,USBC_yearEstablished,USBC_NAICCode,USBC_sector,USBC_numberOfEmployees,USBC_execName,USBC_execTitle,USBC_executiveRace,USBC_revenue,USBC_Sustained Revenues >$800K,USBC_Website,USBC_phone,USBC_Strong Leadership and Willing to ready to grow,USBC_Demonstrated Proven Business Model,"USBC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",RefUSA_address,RefUSA_City,RefUSA_State,RefUSA_Zip,RefUSA_yearEstablished,RefUSA_NAICSCode,RefUSA_sector,RefUSA_numberOfEmployees,RefUSA_execName,RefUSA_execTitle,RefUSA_execEth,RefUSA_revenue,RefUSA_Sustained Revenues >$800K,RefUSA_Website,RefUSA_phone,RefUSA_Strong Leadership and Willing to ready to grow,RefUSA_Demonstrated Proven Business Model,"RefUSA_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",Name,Ethnicity
20556,"Reis, Laura C MD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545a Centre St Jamaica Plain,,MA,2130.0, NA,621111.0,,1_4,,,,"$934,000",,,(617) 754-0950,,,,,
20557,Reiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725 Dedham St Canton,,MA,2021.0,1958,333318.0,,3,Roger G Reiser,"president, manager, treasurer, board member",Western Europe,"$823,000",,,(781) 821-1290,,,,Roger G Reiser,Western Europe
20558,Rejuven-Ice Cryotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194 Newbury St # 7 Peabody,,MA,1960.0, NA,622110.0,,20-49,Arthur Pimental,owner,Hispanic,"$4,714,000",,,(978) 979-9897,,,,Arthur Pimental,Hispanic
20559,Rekha Bains MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275 Varnum Ave # 204 Lowell,,MA,1854.0, NA,621111.0,,1_4,,,,"$637,000",,,(978) 452-1666,,,,,
20560,Relco Electrical Contractors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 Old Town House Rd South Yarmouth,,MA,2664.0,1993,238210.0,,20,,,,"$2,630,000",,,(508) 771-2040,,,,,
20561,"Reliable Bus Lines, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"978 Nash Road New Bedford, Massachusetts 2746 United States",,,,,,Certified Contractors,,,,Black,,,,(508) 992-0342,,,,,,,,,,,,,,,,,,,,,,,
20563,Reliable I T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48 Gill St Woburn,,MA,1801.0, NA,541511.0,,45,Bill Willett,"president, sales exec, finance exec",Western Europe,"$9,253,000",,,(781) 547-8160,,,,Bill Willett,Western Europe
20565,"Reliable Janitorial & Cleaning Services, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51 Pleasant Street, PMB #198 Malden, Massachusetts 2148 United States",,,,,,Certified Contractors,,,,Black,,,,(781) 324-0910,,,,,,,,,,,,,,,,,,,,,,,
20567,Reliable LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49 Blanchard St Lawrence,,MA,1843.0, NA,488210.0,,5,,,,"$643,000",,,(978) 655-1578,,,,,
20568,Reliable Self Svc Market Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36 Circuit Ave Oak Bluffs,,MA,2557.0,1947,445110.0,,25,Robert Pacheco,"owner, president, board member",Hispanic,"$9,113,000",,,(508) 693-1102,,,,Robert Pacheco,Hispanic
20569,Reliable Truss & Components,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 Welby Rd New Bedford,,MA,2745.0,1954,321213.0,,100,,,,"$17,477,000",,,(508) 995-1741,,,,,
20570,Reliance Beer & Wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293 W Main St Northborough,,MA,1532.0, NA,445310.0,,3,Atul Josie,owner,African American,"$737,000",,,(508) 393-5131,,,,Atul Josie,African American
20571,Reliance Cleaning-Restoration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64 Tennis Plaza Rd # 2 Dracut,,MA,1826.0, NA,561720.0,,5_9,,,,"$655,000",,,,,,,,
20572,Reliant Medical Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225 New Lancaster Rd Leominster,,MA,1453.0,1929,621493.0,,10_19,,,,"$1,675,000",,,(978) 466-3333,,,,,
20576,Reliant Medical Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106 E Main St Westborough,,MA,1581.0, NA,621111.0,,1_4,,,,"$503,000",,,(508) 366-8836,,,,,
20580,Reliant Medical Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165 Mill St Leominster,,MA,1453.0, NA,621111.0,,1_4,,,,"$503,000",,,(978) 534-6500,,,,,
20588,Reliant Medical Group Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630 Plantation St Worcester,,MA,1605.0, NA,621111.0,,1_4,,,,"$503,000",,,(508) 595-2501,,,,,
20589,Relish Burger Bistro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 3rd Ave Waltham,,MA,2451.0, NA,722511.0,,40,,,,"$2,237,000",,,(781) 290-5689,,,,,
20590,Rem Auto Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 Bennett St Lynn,,MA,1905.0, NA,811121.0,,4,Quan Delrio,owner,Hispanic,"$628,000",,,(781) 581-7533,,,,Quan Delrio,Hispanic
20591,Rem Tire Ctr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 High St Lynn,,MA,1902.0, NA,441310.0,,4,Juan Del Rio,president,Hispanic,"$727,000",,,(781) 842-2948,,,,Juan Del Rio,Hispanic
20592,Remax Vantage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77 State Rd Dartmouth,,MA,2747.0, NA,531210.0,,20,,,,"$1,748,000",,,(774) 762-4999,,,,,
20593,Remodart Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104 Windsor Ridge Dr Westborough,,MA,1581.0, NA,236115.0,,4,Marcos Bicalho,owner,Hispanic,"$1,519,000",,,(508) 649-5004,,,,Marcos Bicalho,Hispanic
20594,Remote Sensing Solutions Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3179 Main St Barnstable,,MA,2630.0, NA,423490.0,,3,Mike Fernandes,ceo,Hispanic,"$2,920,000",,,(508) 362-9400,,,,Mike Fernandes,Hispanic
20595,Renaissance Boston Patriot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 Patriot Pl Foxboro,,MA,2035.0, NA,721110.0,,80,,,,"$7,463,000",,,(508) 543-5500,,,,,
20596,Renaissance Electronics Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 Lancaster County Rd Harvard,,MA,1451.0,1991,334290.0,,30,Anuj Srivastava,president,South Asian,"$5,581,000",,,(978) 772-7774,,,,Anuj Srivastava,South Asian
20597,Renalda Oliveira-Mtg Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307 Main St Hyannis,,MA,2601.0, NA,522292.0,,1_4,,,,"$1,616,000",,,(508) 737-6649,,,,,
20613,Renato A Carpinito DMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 High St Medford,,MA,2155.0, NA,621210.0,,1_4,,,,"$623,000",,,(781) 350-3200,,,,,
20614,Renato Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69 Flint St # 2 Somerville,,MA,2145.0,2015,236115.0,,1_4,Renato DE Almeida,"president, treasurer, board member",Hispanic,"$1,334,000",,,,,,,Renato DE Almeida,Hispanic
20615,Rene Machine Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 W Eagle St Boston,,MA,2128.0, NA,332710.0,,1_4,,,,"$539,000",,,,,,,,
20616,Renew M Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 Chelsea St # 78 Everett,,MA,2149.0,2016,236115.0,,1_4,Segundo Morocho,"president, treasurer, board member",Hispanic,"$1,334,000",,,,,,,Segundo Morocho,Hispanic
20617,Renewables Land Holdings II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179 Lincoln St # 500 Boston,,MA,2111.0, NA,551112.0,,5_9,,,,"$7,102,000",,,,,,,,
20618,Renewal By Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 Forbes Rd Northborough,,MA,1532.0, NA,444190.0,,10_19,Steve Woodward,vice president,Western Europe,"$4,867,000",,,(508) 351-2236,,,,Steve Woodward,Western Europe
20619,Rennie Center-Educ Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 State St # 3 Boston,,MA,2109.0, NA,611710.0,,10,,,,"$2,674,000",,,(617) 354-0002,,,,,
20620,Rennovare Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311 Washington Ave # 3-4 Chelsea,,MA,2150.0, NA,236115.0,,5_9,Sergio M Silva,"president, treasurer, board member",Hispanic,"$2,986,000",,,,,,,Sergio M Silva,Hispanic
20621,Renovo's Landscape & Constr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96 South St Marlborough,,MA,1752.0,1999,561730.0,,14,Aldrin C Araujo,"president, treasurer, board member",Hispanic,"$1,904,000",,,(508) 485-8669,,,,Aldrin C Araujo,Hispanic
20622,Rent-A-Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 Essex St # 1 Lawrence,,MA,1841.0, NA,532289.0,,4,,,,"$1,922,000",,,(978) 681-0090,,,,,
20631,Rent-A-Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049 Main St Worcester,,MA,1603.0, NA,532289.0,,5,,,,"$809,000",,,(508) 755-2000,,,,,
20640,Rent-A-Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 Hathaway Rd New Bedford,,MA,2746.0, NA,532289.0,,5,,,,"$710,000",,,(508) 992-2800,,,,,
20649,Rent-A-Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446 Dartmouth St # 8 New Bedford,,MA,2740.0, NA,532289.0,,5,,,,"$710,000",,,(508) 993-1717,,,,,
20658,Rent-A-Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Cape Rd # 1 Taunton,,MA,2780.0, NA,532289.0,,5,,,,"$710,000",,,(508) 823-7467,,,,,
20667,Rent-A-Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933 Pleasant St # 4 Fall River,,MA,2723.0, NA,532289.0,,6,,,,"$852,000",,,(508) 678-0500,,,,,
20676,Rent-A-Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220 Cabot St Beverly,,MA,1915.0, NA,532289.0,,5,,,,"$2,402,000",,,(978) 921-5900,,,,,
20685,Rent-A-Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 Broadway Somerville,,MA,2145.0, NA,532289.0,,4,,,,"$1,648,000",,,(617) 625-7900,,,,,
20694,Rent-A-Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 Merrimack St Haverhill,,MA,1830.0, NA,532289.0,,6,,,,"$2,882,000",,,(978) 372-5100,,,,,
20703,Rent-A-Jon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84 Bates St New Bedford,,MA,2745.0, NA,562991.0,,7,Nicholas Caneira,owner,Hispanic,"$994,000",,,(508) 995-8084,,,,Nicholas Caneira,Hispanic
20705,Reproductive Endocrinology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 Francis St # Asb1-325 Boston,,MA,2115.0, NA,621111.0,,22,,,,"$6,849,000",,,(617) 732-4648,,,,,
20706,Republic Plumbing & Supply Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 Commerce Dr Orleans,,MA,2653.0, NA,444190.0,,2,,,,"$741,000",,,(508) 255-6337,,,,,
20707,Republic Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190 Mulberry St Brockton,,MA,2302.0, NA,562119.0,,20-49,,,,"$10,407,000",,,(508) 580-1511,,,,,
20708,Resende Magic Cleaning Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 Fairmount St Everett,,MA,2149.0, NA,561720.0,,5_9,Aline M Resende,"president, treasurer, board member",Hispanic,"$655,000",,,,,,,Aline M Resende,Hispanic
20709,Resendes & Son Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869 Cherry St Fall River,,MA,2720.0, NA,236115.0,,1_4,Robert Resendes,"owner, president",Hispanic,"$724,000",,,,,,,Robert Resendes,Hispanic
20710,Reservation Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Reservation Rd Mattapoisett,,MA,2739.0, NA,713910.0,,18,Tim Paul,president,Western Europe,"$2,182,000",,,(508) 758-3794,,,,Tim Paul,Western Europe
20711,Reserve At Marina Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 Seaport Dr Quincy,,MA,2171.0, NA,531110.0,,3,,,,"$699,000",,,(617) 770-9511,,,,,
20712,Residence Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275 Norwood Park S Norwood,,MA,2062.0,2006,721110.0,,30,,,,"$2,799,000",,,(781) 278-9595,,,,,
20719,Residence Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 Broadway Cambridge,,MA,2142.0, NA,721110.0,,100,,,,"$11,406,000",,,(617) 349-0700,,,,,
20726,Residence Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370 Congress St Boston,,MA,2210.0, NA,721110.0,,20-49,,,,"$4,460,000",,,(617) 478-0840,,,,,
20733,Residence Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 Staples Dr Framingham,,MA,1702.0, NA,721110.0,,125,,,,"$14,258,000",,,(508) 370-0001,,,,,
20740,Residence Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 Foxboro Blvd Foxboro,,MA,2035.0, NA,721110.0,,35,,,,"$3,265,000",,,(508) 698-2800,,,,,
20747,Residence Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 Presidential Way Woburn,,MA,1801.0, NA,721110.0,,40,,,,"$4,563,000",,,(781) 376-4000,,,,,
20754,Residence Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503 Plantation St Worcester,,MA,1605.0, NA,721110.0,,35,,,,"$2,437,000",,,(508) 753-6300,,,,,
20761,Residence Inn By Marriott New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181 Faunce Corner Mall Rd North Dartmouth,,MA,2747.0, NA,721110.0,,50,,,,"$6,356,000",,,(508) 984-5858,,,,,
20762,Reskon Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520 Boston Providence Tpke Norwood,,MA,2062.0,2019,237210.0,,4,,,,"$1,285,000",,,(781) 440-9111,,,,,
20763,Resonance Research Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 Dunham Rd # 1 Billerica,,MA,1821.0,1987,339112.0,,20,Piotr Starewicz,owner,Eastern European,"$6,279,000",,,(978) 671-0811,,,,Piotr Starewicz,Eastern European
20764,Resource Employment Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501 Boston Providence Tpke Norwood,,MA,2062.0,2018,561311.0,,5_9,Roberto Rodriguez,owner,Hispanic,"$810,000",,,(781) 680-7084,,,,Roberto Rodriguez,Hispanic
20765,Resource Management Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281 Main St # 5 Fitchburg,,MA,1420.0,1995,541612.0,,38,Reinaldo Lopez Sr,"ceo, president, cfo, board member",Hispanic,"$3,899,000",,,(978) 343-0048,,,,Reinaldo Lopez Sr,Hispanic
20766,Resource Management Inc (RMI),3.0,281 Main St Ste 5,Fitchburg,MA,1420.0,,541612.0,Human Resources Outsource Provider,20.0,Reinaldo Lopez,President,,4300000.0,y,https://rmi-solutions.com,,Y,Y,,3.0,281 Main St Ste 5,Fitchburg,MA,1420.0,,541612.0,Human Resources Outsource Provider,20.0,Reinaldo Lopez,President,,4300000.0,,https://rmi-solutions.com,,,,1.0,resource management inc,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reinaldo Lopez,Hispanic
20767,"Resource Management, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"281 Main Street Fitchburg, Massachusetts 1420 United States",,,,,,Certified Contractors,,,,Black,,,,(800) 508-0048,,,,,,,,,,,,,,,,,,,,,,,
20769,"Resourcesoft, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P O Box 42 Marlborough, Massachusetts 1752 United States",,,,,,Certified Contractors,,,,Black,,,,(508) 787-0882,,,,,,,,,,,,,,,,,,,,,,,
20770,Respond Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66 Union Sq # 201 Somerville,,MA,2143.0,1974,624110.0,,13,Gigi Robson,owner,Western Europe,"$879,000",,,(617) 623-5900,,,,Gigi Robson,Western Europe
20771,Restaurant Depot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146 Dascomb Rd Andover,,MA,1810.0, NA,424410.0,,1_4,,,,"$3,229,000",,,(978) 749-9030,,,,,
